customer_id,gender,tenure,monthly_charges,contract_type,internet_service,churn
1867,Female,66,476.53,One year,Fiber,Yes
1868,Male,22,510.07,Two year,None,No
1869,Male,15,471.75,One year,Fiber,Yes
1870,Female,58,1336.5,Month-to-month,None,No
1871,Male,68,634.02,One year,None,No
1872,Male,67,727.43,Month-to-month,DSL,No
1873,Male,20,595.07,Month-to-month,None,Yes
1874,Female,69,1928.32,One year,Fiber,No
1875,Female,11,1752.85,One year,Fiber,Yes
1876,Female,15,691.84,Two year,Fiber,No
1877,Male,13,856.86,Two year,DSL,No
1878,Female,60,656.82,Two year,DSL,No
1879,Female,70,1136.19,Two year,DSL,No
1880,Male,45,333.34,Two year,None,No
1881,Female,31,1441.33,One year,Fiber,No
1882,Female,14,1189.37,Two year,None,No
1883,Male,43,1827.69,One year,None,No
1884,Male,16,579.47,Two year,Fiber,No
1885,Male,40,1666.99,Month-to-month,DSL,No
1886,Female,53,1646.33,Two year,Fiber,No
1887,Female,43,516.21,Month-to-month,None,No
1888,Female,4,977.55,One year,None,Yes
1889,Male,26,589.26,Two year,DSL,Yes
1890,Male,42,733.02,One year,None,No
1891,Female,30,747.52,Two year,None,No
1892,Female,16,1245.6,One year,Fiber,No
1893,Male,53,999.4,Two year,DSL,Yes
1894,Male,61,1911.15,Two year,Fiber,Yes
1895,Male,31,514.83,Month-to-month,Fiber,No
1896,Male,39,1955.28,One year,Fiber,Yes
1897,Female,12,692.09,One year,None,No
1898,Male,34,1613.89,One year,None,No
1899,Female,4,876.25,One year,DSL,Yes
1900,Female,72,543.24,One year,None,Yes
1901,Female,28,1758.41,Month-to-month,DSL,Yes
1902,Male,69,825.06,Two year,Fiber,No
1903,Male,24,1420.05,Month-to-month,Fiber,No
1904,Male,21,1262.95,One year,None,Yes
1905,Male,65,1101.99,One year,None,No
1906,Female,44,1142.89,Two year,DSL,No
1907,Male,68,1544.8,Month-to-month,None,No
1908,Male,71,449.21,Two year,None,Yes
1909,Female,0,1435.91,Two year,None,Yes
1910,Male,43,1822.88,Month-to-month,Fiber,No
1911,Female,38,398.24,Two year,None,Yes
1912,Female,53,539.11,Month-to-month,None,No
1913,Female,28,1518.27,Month-to-month,Fiber,No
1914,Female,53,1043.38,One year,Fiber,No
1915,Female,15,986.03,Two year,Fiber,No
1916,Female,19,532.84,One year,Fiber,Yes
1917,Female,45,1161.51,Two year,None,Yes
1918,Female,66,515.13,Two year,None,No
1919,Male,64,1110.25,One year,None,Yes
1920,Male,57,1598.15,One year,DSL,No
1921,Male,52,739.05,One year,Fiber,No
1922,Male,0,1117.34,Month-to-month,None,Yes
1923,Female,65,1986.43,Two year,None,No
1924,Male,28,1467.31,Month-to-month,None,Yes
1925,Female,69,1730.31,Two year,Fiber,No
1926,Male,7,1005.24,Two year,Fiber,Yes
1927,Male,28,1605.36,Month-to-month,Fiber,No
1928,Male,50,368.87,Month-to-month,None,No
1929,Female,32,508.95,Two year,Fiber,No
1930,Male,2,645.22,One year,None,No
1931,Female,59,983.32,One year,DSL,No
1932,Female,34,1737.77,One year,Fiber,No
1933,Male,68,888.65,One year,Fiber,Yes
1934,Male,19,1412.86,Two year,None,Yes
1935,Male,72,1505.83,One year,Fiber,Yes
1936,Female,38,1296.51,One year,Fiber,Yes
1937,Male,3,907.31,One year,None,Yes
1938,Female,18,1280.99,Two year,None,No
1939,Female,44,881.85,Month-to-month,None,Yes
1940,Male,42,442.59,One year,DSL,Yes
1941,Male,12,1987.77,Two year,None,No
1942,Female,12,516.21,Two year,Fiber,No
1943,Female,59,422.99,One year,DSL,No
1944,Female,56,1793.5,Month-to-month,None,Yes
1945,Male,51,813.12,Month-to-month,DSL,No
1946,Female,52,1405.5,Month-to-month,DSL,Yes
1947,Male,42,859.31,Two year,Fiber,No
1948,Female,71,965.47,One year,DSL,No
1949,Female,71,745.59,One year,None,Yes
1950,Male,41,883.17,Two year,DSL,No
1951,Female,25,998.19,One year,DSL,No
1952,Male,22,1524.71,One year,Fiber,No
1953,Male,42,1169.61,Month-to-month,Fiber,Yes
1954,Female,27,1904.06,One year,None,No
1955,Male,8,371.2,One year,Fiber,No
1956,Male,19,1155.22,Two year,None,No
1957,Female,55,1293.18,Two year,None,No
1958,Male,38,1864.33,Month-to-month,Fiber,No
1959,Male,50,383.57,Two year,DSL,Yes
1960,Male,11,1274.95,Month-to-month,Fiber,Yes
1961,Female,54,1751.17,Month-to-month,DSL,Yes
1962,Male,10,711.28,One year,DSL,No
1963,Female,25,1789.7,Month-to-month,None,No
1964,Female,41,332.37,One year,None,Yes
1965,Male,26,1545.17,Month-to-month,Fiber,No
1966,Male,10,1886.29,Two year,DSL,No
1967,Male,37,1417.24,Two year,Fiber,Yes
1968,Female,42,1046.35,Two year,None,No
1969,Male,18,376.3,Month-to-month,DSL,Yes
1970,Male,63,1864.19,Month-to-month,Fiber,No
1971,Male,5,1099.5,One year,Fiber,No
1972,Male,45,349.29,One year,None,Yes
1973,Male,41,1472.7,One year,None,No
1974,Female,64,1119.12,One year,None,No
1975,Female,71,511.39,Month-to-month,None,No
1976,Male,58,664.26,Month-to-month,Fiber,No
1977,Male,51,409.63,One year,None,No
1978,Male,46,1276.3,Month-to-month,None,Yes
1979,Male,6,1357.45,Month-to-month,Fiber,No
1980,Female,10,1159.76,Month-to-month,Fiber,No
1981,Male,60,1689.07,Month-to-month,DSL,No
1982,Female,67,1763.71,One year,Fiber,No
1983,Female,24,1346.56,One year,DSL,No
1984,Male,11,321.69,Month-to-month,None,Yes
1985,Female,25,1481.89,Two year,DSL,Yes
1986,Female,11,1010.6,One year,DSL,No
1987,Female,42,1261.45,One year,None,No
1988,Female,50,1403.44,Two year,None,No
1989,Male,36,895.4,One year,None,No
1990,Male,45,1859.07,Two year,DSL,No
1991,Female,52,527.76,Two year,Fiber,Yes
1992,Male,12,1441.57,Month-to-month,Fiber,No
1993,Male,53,307.41,One year,Fiber,No
1994,Male,56,1871.91,Two year,None,Yes
1995,Male,3,491.26,Month-to-month,None,No
1996,Male,48,461.3,One year,Fiber,No
1997,Female,6,866.11,Month-to-month,None,No
1998,Male,10,935.06,Month-to-month,DSL,Yes
1999,Male,53,664.31,Two year,DSL,No
2000,Male,44,1294.71,One year,None,No
2001,Male,22,1052.95,Month-to-month,Fiber,No
2002,Female,27,358.1,Two year,Fiber,Yes
2003,Female,56,843.41,Two year,DSL,No
2004,Female,25,1677.74,Month-to-month,None,Yes
2005,Female,24,1472.49,Month-to-month,Fiber,Yes
2006,Male,53,1532.28,Two year,Fiber,No
2007,Female,28,1486.8,Month-to-month,None,No
2008,Male,35,828.65,Month-to-month,None,No
2009,Male,13,469.43,One year,Fiber,No
2010,Male,34,763.19,Two year,None,Yes
2011,Male,29,1714.04,Month-to-month,None,No
2012,Male,16,1966.8,Two year,None,No
2013,Female,66,1139.54,One year,Fiber,No
2014,Female,29,316.49,Two year,DSL,No
2015,Female,44,538.08,Two year,None,No
2016,Female,50,847.54,Two year,Fiber,No
2017,Male,46,1283.6,One year,DSL,No
2018,Female,52,427.66,One year,Fiber,No
2019,Male,63,1903.71,Two year,Fiber,No
2020,Female,37,920.64,Two year,Fiber,No
2021,Male,63,1851.39,One year,DSL,No
2022,Male,6,1626.89,Month-to-month,Fiber,No
2023,Female,21,1584.24,One year,DSL,No
2024,Male,40,1331.42,Two year,None,No
2025,Male,9,1365.53,Month-to-month,DSL,Yes
2026,Female,56,1384.61,Month-to-month,Fiber,No
2027,Male,6,1368.83,Month-to-month,DSL,No
2028,Female,49,1241.34,One year,Fiber,No
2029,Female,51,1976.9,One year,None,No
2030,Female,32,1544.89,One year,DSL,Yes
2031,Male,0,1620.81,One year,None,No
2032,Male,52,1783.19,Two year,DSL,Yes
2033,Male,59,666.59,Month-to-month,Fiber,No
2034,Female,33,442.47,Two year,DSL,No
2035,Male,3,1120.92,One year,None,Yes
2036,Female,16,1173.94,One year,DSL,No
2037,Female,3,1709.61,Two year,None,Yes
2038,Male,42,1054.43,Month-to-month,None,No
2039,Female,3,1270.45,Month-to-month,Fiber,Yes
2040,Male,0,1196.02,One year,DSL,No
2041,Male,70,364.94,One year,None,No
2042,Male,49,1345.87,One year,Fiber,Yes
2043,Male,72,1707.67,One year,Fiber,No
2044,Male,60,567.75,Month-to-month,Fiber,No
2045,Female,34,1310.36,Two year,None,Yes
2046,Female,7,1309.14,Month-to-month,DSL,No
2047,Female,23,579.11,Two year,None,No
2048,Male,35,509.89,One year,Fiber,Yes
2049,Male,49,1966.09,One year,None,No
2050,Male,42,969.32,Two year,None,No
2051,Female,26,686.62,One year,Fiber,No
2052,Male,31,591.25,Month-to-month,DSL,No
2053,Female,17,1434.92,One year,Fiber,No
2054,Female,27,1336.06,One year,Fiber,No
2055,Male,28,1394.04,One year,None,Yes
2056,Male,15,449.61,One year,Fiber,No
2057,Female,46,1819.01,Month-to-month,None,Yes
2058,Male,58,961.75,Two year,Fiber,Yes
2059,Female,30,832.73,One year,Fiber,Yes
2060,Male,3,1086.01,One year,DSL,No
2061,Male,36,963.11,Month-to-month,Fiber,No
2062,Female,16,1768.08,Month-to-month,DSL,No
2063,Male,38,1879.74,Month-to-month,Fiber,No
2064,Female,47,815.87,One year,Fiber,No
2065,Male,45,1768.69,Two year,Fiber,Yes
2066,Female,47,1628.59,Month-to-month,DSL,No
2067,Female,38,1882.37,Month-to-month,None,No
2068,Male,3,717.78,Month-to-month,DSL,No
2069,Female,29,1280.83,Two year,Fiber,Yes
2070,Male,29,766.73,One year,None,Yes
2071,Male,21,1700.96,One year,Fiber,No
2072,Male,65,309.05,One year,DSL,No
2073,Female,11,1260.19,Month-to-month,DSL,Yes
2074,Female,35,876.65,One year,None,No
2075,Male,17,848.56,Month-to-month,DSL,Yes
2076,Male,52,1396.34,Two year,Fiber,No
2077,Female,70,1747.52,Two year,None,No
2078,Male,0,1335.63,One year,Fiber,No
2079,Male,57,1750.39,Month-to-month,None,Yes
2080,Female,5,749.82,Month-to-month,None,No
2081,Male,69,1183.15,One year,Fiber,No
2082,Female,43,1065.91,Two year,DSL,No
2083,Male,71,319.8,Two year,Fiber,No
2084,Female,23,1246.58,Two year,DSL,Yes
2085,Male,18,1424.59,Two year,DSL,Yes
2086,Male,17,1306.25,Two year,Fiber,No
2087,Female,29,1551.68,One year,None,Yes
2088,Male,41,1271.28,One year,Fiber,No
2089,Female,32,413.48,One year,None,No
2090,Male,11,497.96,Two year,DSL,Yes
2091,Female,26,1314.01,Two year,None,No
2092,Female,38,767.46,One year,Fiber,No
2093,Female,8,435.4,One year,None,No
2094,Female,20,1030.32,Two year,DSL,Yes
2095,Male,28,1242.35,Month-to-month,DSL,No
2096,Male,32,858.87,One year,None,No
2097,Female,61,1524.74,Two year,DSL,Yes
2098,Female,14,1394.41,Two year,DSL,Yes
2099,Female,1,865.79,One year,None,Yes
2100,Male,51,1583.28,Month-to-month,DSL,No
2101,Male,43,1402.78,Two year,None,No
2102,Male,53,1383.66,One year,None,No
2103,Male,17,1240.83,Two year,DSL,Yes
2104,Female,2,319.36,Two year,None,Yes
2105,Female,6,1484.06,Two year,DSL,Yes
2106,Female,42,939.27,Two year,DSL,No
2107,Male,37,1902.44,Month-to-month,DSL,No
2108,Male,36,1690.57,One year,Fiber,No
2109,Male,57,1299.08,One year,DSL,No
2110,Female,32,728.71,One year,None,No
2111,Female,58,646.32,One year,None,Yes
2112,Male,10,878.65,One year,None,No
2113,Female,67,1110.17,Month-to-month,Fiber,No
2114,Male,67,803.31,Two year,Fiber,No
2115,Male,21,1175.38,Two year,None,No
2116,Female,65,581.13,One year,None,Yes
2117,Male,43,1962.11,Two year,Fiber,No
2118,Female,5,483.47,Two year,None,No
2119,Male,41,1884.31,Two year,DSL,No
2120,Female,24,1853.08,One year,DSL,No
2121,Female,56,1193.11,One year,None,No
2122,Female,54,1532.35,Month-to-month,DSL,No
2123,Male,15,1041.28,One year,None,No
2124,Male,13,1371.06,Month-to-month,Fiber,No
2125,Female,38,878.98,One year,None,No
2126,Female,27,811.97,Two year,Fiber,No
2127,Male,50,1282.99,Month-to-month,DSL,No
2128,Male,48,1146.82,Month-to-month,DSL,No
2129,Male,8,1285.21,Month-to-month,DSL,Yes
2130,Female,57,787.32,One year,None,No
2131,Male,44,923.83,Month-to-month,Fiber,No
2132,Male,21,442.63,One year,Fiber,Yes
2133,Female,31,388.87,Month-to-month,DSL,No
2134,Male,68,730.88,One year,DSL,No
2135,Male,68,426.22,Month-to-month,Fiber,No
2136,Male,41,476.42,Two year,None,Yes
2137,Female,52,1681.98,Two year,DSL,Yes
2138,Female,58,366.09,Month-to-month,None,Yes
2139,Female,38,1420.2,One year,DSL,No
2140,Female,14,763.35,One year,DSL,Yes
2141,Female,70,1781.63,One year,None,No
2142,Female,28,1124.49,Two year,None,No
2143,Female,2,819.48,Two year,None,Yes
2144,Male,9,1179.99,Two year,None,No
2145,Male,28,949.33,One year,Fiber,No
2146,Female,34,1259.31,One year,Fiber,No
2147,Male,5,494.71,One year,DSL,Yes
2148,Male,11,1994.88,Month-to-month,DSL,No
2149,Female,37,1023.44,Month-to-month,DSL,No
2150,Male,18,891.99,Month-to-month,Fiber,No
2151,Male,66,1507.36,Two year,None,No
2152,Male,7,918.63,Two year,DSL,Yes
2153,Male,7,1716.57,One year,Fiber,No
2154,Male,46,1072.26,Month-to-month,DSL,No
2155,Female,3,1523.25,One year,Fiber,No
2156,Female,50,482.67,Month-to-month,None,No
2157,Female,66,1738.4,Month-to-month,Fiber,No
2158,Male,44,1550.72,One year,None,No
2159,Female,7,659.92,One year,DSL,Yes
2160,Male,15,546.99,Month-to-month,None,No
2161,Male,66,837.7,Month-to-month,Fiber,No
2162,Male,8,1959.32,Two year,DSL,No
2163,Male,59,736.61,One year,DSL,No
2164,Female,70,1075.42,One year,Fiber,No
2165,Female,14,351.03,One year,None,No
2166,Male,70,975.29,One year,Fiber,Yes
2167,Female,40,1271.24,Month-to-month,None,No
2168,Male,21,1920.31,Two year,None,No
2169,Female,23,1178.45,One year,DSL,No
2170,Female,43,1692.48,Month-to-month,None,No
2171,Male,0,1230.12,Month-to-month,DSL,No
2172,Female,9,369.33,Month-to-month,Fiber,No
2173,Male,71,835.51,Month-to-month,Fiber,No
2174,Female,55,1278.43,Month-to-month,DSL,No
2175,Male,49,1916.01,One year,DSL,Yes
2176,Male,11,1760.52,One year,None,No
2177,Female,59,688.2,Two year,DSL,No
2178,Female,25,674.19,One year,Fiber,Yes
2179,Male,40,641.99,Month-to-month,DSL,No
2180,Female,35,1868.25,Two year,DSL,Yes
2181,Female,22,1749.53,Month-to-month,DSL,No
2182,Male,42,1617.3,Month-to-month,None,No
2183,Male,5,967.65,One year,DSL,No
2184,Female,68,1157.45,Month-to-month,None,No
2185,Male,42,1089.36,One year,None,No
2186,Male,24,730.78,Month-to-month,DSL,Yes
2187,Male,17,1158.55,Two year,None,Yes
2188,Female,61,351.84,Month-to-month,DSL,No
2189,Female,12,524.08,One year,Fiber,Yes
2190,Male,42,1807.2,Month-to-month,Fiber,Yes
2191,Female,27,1577.86,One year,None,No
2192,Male,17,1018.88,One year,Fiber,No
2193,Female,58,1179.16,Two year,DSL,No
2194,Male,59,929.0,One year,None,Yes
2195,Male,62,1559.33,Two year,DSL,Yes
2196,Female,56,1633.12,Two year,None,No
2197,Male,50,1597.58,Month-to-month,None,No
2198,Female,55,1528.44,Two year,None,Yes
2199,Female,26,647.66,One year,None,No
2200,Male,31,874.55,One year,Fiber,No
2201,Male,8,1098.74,Two year,Fiber,No
2202,Female,67,862.35,Month-to-month,Fiber,No
2203,Male,45,1583.4,Two year,None,No
2204,Male,66,859.9,Two year,Fiber,No
2205,Male,25,534.99,One year,None,No
2206,Male,7,978.37,Month-to-month,Fiber,Yes
2207,Male,5,1965.85,Month-to-month,None,No
2208,Female,23,684.0,Month-to-month,Fiber,No
2209,Female,47,1340.67,Month-to-month,Fiber,No
2210,Male,44,1036.05,One year,Fiber,No
2211,Male,12,420.74,Month-to-month,None,Yes
2212,Male,68,1129.39,Month-to-month,None,Yes
2213,Female,24,1493.68,Month-to-month,Fiber,No
2214,Male,19,1172.47,One year,None,No
2215,Female,65,1782.58,One year,DSL,No
2216,Female,44,791.19,Month-to-month,Fiber,No
2217,Female,46,446.62,One year,Fiber,No
2218,Male,62,1892.16,Two year,DSL,No
2219,Female,54,942.93,Month-to-month,None,Yes
2220,Male,18,1279.89,One year,None,No
2221,Female,34,1646.41,Month-to-month,None,No
2222,Male,52,851.33,Month-to-month,Fiber,No
2223,Female,25,1517.48,One year,Fiber,No
2224,Male,13,530.21,Two year,Fiber,No
2225,Female,44,795.2,Month-to-month,Fiber,No
2226,Male,43,546.01,Two year,Fiber,Yes
2227,Male,64,1679.09,One year,None,No
2228,Male,50,678.5,Month-to-month,DSL,No
2229,Male,42,1519.59,One year,None,No
2230,Female,22,1903.61,One year,None,Yes
2231,Female,55,1197.21,One year,Fiber,No
2232,Male,18,1218.05,One year,DSL,No
2233,Female,54,1083.76,Month-to-month,DSL,Yes
2234,Male,59,854.01,Two year,None,No
2235,Male,58,1108.61,Two year,DSL,Yes
2236,Female,32,1324.77,Month-to-month,None,No
2237,Male,18,1976.19,Month-to-month,None,No
2238,Male,27,1894.2,Two year,None,No
2239,Female,51,1765.66,Two year,None,No
2240,Male,48,1811.52,Month-to-month,Fiber,No
2241,Male,36,1095.34,One year,DSL,No
2242,Male,25,1417.66,Month-to-month,Fiber,No
2243,Male,39,1821.61,Two year,Fiber,Yes
2244,Female,37,968.02,One year,Fiber,No
2245,Female,53,1935.0,Two year,None,No
2246,Female,21,1006.84,One year,None,No
2247,Male,15,1321.84,Two year,Fiber,No
2248,Male,27,1506.67,One year,Fiber,Yes
2249,Female,34,1916.01,Month-to-month,DSL,Yes
2250,Male,59,715.85,Month-to-month,Fiber,No
2251,Male,44,1568.42,One year,None,No
2252,Male,45,1185.39,One year,Fiber,No
2253,Male,71,756.55,Month-to-month,DSL,No
2254,Female,54,1620.23,Month-to-month,DSL,Yes
2255,Female,25,1238.78,One year,Fiber,No
2256,Female,24,1423.66,One year,DSL,No
2257,Male,64,848.93,Month-to-month,DSL,No
2258,Female,5,1118.17,Two year,None,No
2259,Female,22,1349.5,Month-to-month,DSL,No
2260,Male,63,988.35,One year,DSL,Yes
2261,Male,42,637.23,One year,Fiber,Yes
2262,Female,22,1934.79,Two year,None,No
2263,Female,29,1169.49,Month-to-month,DSL,Yes
2264,Female,17,1547.66,One year,Fiber,No
2265,Female,20,998.78,Month-to-month,Fiber,No
2266,Male,56,903.72,One year,Fiber,No
2267,Female,22,992.18,Two year,Fiber,No
2268,Female,44,995.63,Month-to-month,Fiber,No
2269,Male,43,1225.11,Month-to-month,Fiber,Yes
2270,Female,46,1223.9,Two year,DSL,No
2271,Male,39,1145.16,One year,None,Yes
2272,Male,50,529.14,One year,None,Yes
2273,Male,41,1143.33,Month-to-month,Fiber,No
2274,Female,6,587.48,Two year,Fiber,Yes
2275,Female,49,514.43,Month-to-month,None,No
2276,Male,47,1885.5,Month-to-month,DSL,No
2277,Female,5,1328.42,One year,Fiber,No
2278,Female,8,1421.13,One year,None,No
2279,Male,56,983.05,One year,None,No
2280,Male,30,1845.27,One year,Fiber,No
2281,Female,20,1384.48,One year,None,Yes
2282,Male,39,1607.59,Two year,DSL,No
2283,Female,44,926.56,Month-to-month,None,No
2284,Female,48,1932.02,Two year,Fiber,No
2285,Female,19,1694.78,Month-to-month,Fiber,No
2286,Female,16,1751.71,One year,None,No
2287,Male,27,592.73,Two year,None,Yes
2288,Male,40,760.64,Month-to-month,Fiber,No
2289,Male,65,785.57,One year,DSL,No
2290,Male,24,760.55,One year,None,Yes
2291,Female,57,1754.19,Two year,DSL,Yes
2292,Female,40,354.2,Two year,DSL,No
2293,Male,5,429.37,Two year,Fiber,No
2294,Female,37,765.66,One year,Fiber,Yes
2295,Female,5,639.78,Month-to-month,Fiber,Yes
2296,Female,44,694.16,Month-to-month,DSL,No
2297,Male,13,1656.5,Two year,Fiber,No
2298,Male,65,1257.32,Month-to-month,Fiber,No
2299,Male,39,309.81,One year,DSL,No
2300,Female,2,1029.85,Month-to-month,DSL,Yes
2301,Male,23,993.4,One year,DSL,No
2302,Male,18,493.71,Two year,DSL,Yes
2303,Male,17,1449.44,Month-to-month,None,No
2304,Male,63,1493.57,One year,Fiber,Yes
2305,Male,34,1525.52,Two year,None,No
2306,Male,61,1538.4,Two year,DSL,Yes
2307,Female,0,300.09,Two year,DSL,Yes
2308,Female,24,1921.67,Two year,DSL,No
2309,Male,44,1684.15,Month-to-month,DSL,No
2310,Male,48,1836.77,One year,DSL,No
2311,Female,15,326.59,Month-to-month,Fiber,No
2312,Female,18,1887.56,One year,None,Yes
2313,Male,22,1676.64,Two year,None,No
2314,Male,24,1723.27,Month-to-month,Fiber,Yes
2315,Male,15,458.59,Two year,Fiber,No
2316,Male,53,1555.92,One year,Fiber,No
2317,Female,72,1931.86,Two year,None,No
2318,Male,0,1453.53,Month-to-month,None,No
2319,Male,41,1269.95,Month-to-month,DSL,No
2320,Male,18,1907.57,One year,None,Yes
2321,Male,33,1052.99,One year,None,Yes
2322,Female,54,1318.8,Month-to-month,Fiber,No
2323,Female,17,1109.78,Month-to-month,None,No
2324,Female,33,1885.84,Month-to-month,DSL,No
2325,Male,44,429.34,Month-to-month,None,No
2326,Male,5,1151.9,One year,Fiber,No
2327,Female,20,1467.82,Month-to-month,Fiber,No
2328,Male,69,1646.24,One year,DSL,Yes
2329,Male,47,1291.13,Month-to-month,DSL,No
2330,Female,38,1845.16,Month-to-month,None,No
2331,Female,30,1901.39,Two year,DSL,Yes
2332,Female,9,409.34,Two year,DSL,No
2333,Female,29,984.03,Month-to-month,Fiber,Yes
2334,Male,17,339.88,One year,Fiber,No
2335,Male,59,860.01,Month-to-month,None,No
2336,Female,72,1212.68,Two year,None,No
2337,Male,14,1848.35,Month-to-month,None,No
2338,Female,3,1739.14,Two year,None,No
2339,Female,62,516.75,Month-to-month,Fiber,No
2340,Male,39,458.15,Month-to-month,None,No
2341,Female,8,1301.75,One year,None,No
2342,Male,8,1204.6,Two year,DSL,No
2343,Male,25,752.84,Two year,None,Yes
2344,Male,3,1829.07,Two year,DSL,Yes
2345,Male,15,1876.52,One year,Fiber,No
2346,Female,14,984.44,Month-to-month,None,Yes
2347,Male,51,1813.51,One year,DSL,No
2348,Female,68,952.71,Month-to-month,None,No
2349,Female,4,1552.59,One year,DSL,No
2350,Female,19,1109.1,One year,None,Yes
2351,Female,17,508.39,Two year,Fiber,Yes
2352,Male,1,1877.49,One year,Fiber,No
2353,Male,12,1071.96,Month-to-month,DSL,No
2354,Female,3,1548.63,One year,DSL,No
2355,Female,41,924.2,One year,Fiber,No
2356,Male,60,332.1,Month-to-month,None,No
2357,Female,7,470.9,Two year,DSL,No
2358,Male,66,1143.57,Month-to-month,Fiber,No
2359,Female,62,1472.94,Month-to-month,DSL,No
2360,Male,8,869.05,Month-to-month,Fiber,Yes
2361,Female,10,1482.33,One year,Fiber,No
2362,Female,41,1487.68,One year,DSL,No
2363,Male,12,1496.69,Month-to-month,DSL,No
2364,Female,35,1137.29,Month-to-month,Fiber,Yes
2365,Female,12,1855.31,Two year,None,No
2366,Male,11,1131.63,One year,Fiber,No
2367,Female,36,1065.45,One year,None,No
2368,Male,72,638.95,One year,None,No
2369,Male,51,823.01,One year,None,No
2370,Female,70,371.97,Month-to-month,DSL,No
2371,Female,1,1377.01,Month-to-month,Fiber,No
2372,Female,55,722.51,Two year,Fiber,No
2373,Female,59,817.06,One year,None,No
2374,Female,22,1610.38,One year,None,No
2375,Female,39,856.28,Month-to-month,None,Yes
2376,Female,63,711.73,Two year,Fiber,Yes
2377,Male,22,587.4,Month-to-month,None,No
2378,Female,28,1617.26,One year,Fiber,No
2379,Male,50,520.5,One year,Fiber,Yes
2380,Female,68,1071.38,Two year,DSL,Yes
2381,Female,30,1161.78,Month-to-month,None,Yes
2382,Male,49,1468.56,One year,None,No
2383,Female,19,1376.58,One year,None,No
